#{"t_start": 1716147771.1323125, "env_id": "LunarLander-v2"}
r,l,t
-399.33552,88,0.765471
33.602541,86,1.406056
-312.480274,65,1.872157
-156.335924,85,2.488146
-366.335668,75,3.033227
-446.788498,73,3.555811
-46.215773,70,4.083872
-295.104079,149,5.178106
-66.517742,80,5.747208
-296.154755,80,6.476305
-441.396329,128,7.449231
-320.969329,104,8.20484
-134.172447,58,8.642402
-108.263335,90,9.294514
-508.419352,91,9.961616
-102.101379,66,10.416213
-204.897406,70,10.938286
-252.520606,84,11.570402
-294.797386,81,12.143002
-214.205441,121,13.006146
-259.032912,88,13.631377
-422.253907,115,14.448718
-559.413063,112,15.263384
-303.907329,134,16.219019
-108.567234,117,17.065679
-509.990547,127,18.016333
-89.238791,92,18.712956
-427.356507,97,19.428911
-218.991004,78,20.027189
-513.568767,121,20.960348
-343.69727,101,21.747501
-346.824399,118,22.650607
-69.422437,108,23.514741
-130.618511,78,24.227391
-265.681681,85,24.848775
-241.661823,145,25.888942
-240.544236,73,26.445542
-164.251906,115,27.26168
-90.346937,100,28.001312
-251.029805,110,28.829985
-80.148352,67,29.35329
-23.429536,99,30.079395
-39.552832,96,30.804794
-134.883249,119,31.680907
-193.703273,90,32.377513
-515.713872,108,33.30372
-86.612292,108,34.129333
-271.996772,117,35.013984
-204.541509,99,35.775114
-166.392804,106,36.563721
-163.513104,84,37.210828
-61.418664,76,37.778408
-41.476399,148,38.86808
-216.974877,117,39.725215
-126.947085,73,40.315808
-264.218681,99,41.044905
-172.11658,90,41.772027
-128.287775,90,42.472117
-169.653275,141,43.609683
-109.206352,132,44.681181
-44.041877,111,45.616662
11.413683,160,46.939668
-113.497178,136,48.009339
-199.918669,113,48.868979
15.942514,150,49.998323
-127.24242,120,50.918982
-72.667516,90,51.618097
-214.419149,145,52.729089
-137.500504,126,53.684577
-86.329862,98,54.471733
-25.649472,125,55.456438
-379.285796,174,56.87715
-153.491329,96,57.706764
-213.182119,116,58.696093
-1.816791,147,60.043751
-63.288959,203,62.127113
-126.075523,95,63.094823
-138.861978,105,64.004451
-196.939583,74,64.683601
-50.266116,74,65.394842
-105.232204,223,67.317607
-168.237242,94,68.066223
-175.40586,130,69.085363
-77.244835,159,70.351046
-122.184499,212,72.053338
-134.567744,141,73.268915
-94.990846,122,74.319074
-90.745079,97,75.173886
-57.83383,96,76.055087
-94.381413,149,77.339828
-102.733847,160,78.796879
-112.425226,111,79.889538
-24.954733,299,82.574544
-71.647847,113,83.586825
-29.800209,143,84.924582
-81.969412,226,86.988415
-136.217639,165,88.512626
-52.65942,94,89.56429
