#{"t_start": 1716147771.1523128, "env_id": "LunarLander-v2"}
r,l,t
-212.313406,63,0.507418
-461.509254,104,1.333058
-282.779633,134,2.315126
-222.323845,99,3.017226
-121.754155,132,3.971359
-46.184173,91,4.634029
-361.646668,127,5.577672
-146.593837,138,6.733131
-247.863627,101,7.521739
-219.075919,140,8.541889
-204.461156,58,8.941464
-344.55308,65,9.416029
-210.802842,74,9.981618
-317.3377,86,10.585236
-56.166703,74,11.138832
-214.160822,82,11.728946
-395.971231,84,12.330553
-229.350305,84,12.925145
-218.701341,124,13.813625
-337.825662,117,14.664746
-316.576747,98,15.354898
-265.318347,86,15.97148
-430.375794,92,16.646582
-86.933576,140,17.672278
-66.426394,73,18.224376
-385.854764,106,19.006416
-344.539173,82,19.621937
-248.676096,106,20.443261
-268.584853,79,21.049858
-210.391072,102,21.848011
-95.431527,64,22.358076
-297.143875,129,23.349224
-36.317422,77,24.036355
-175.444249,101,24.793257
-232.755868,135,25.782436
-98.077567,74,26.346027
-313.801146,113,27.156661
-274.450643,147,28.248361
-324.788117,91,28.921191
-261.916726,109,29.743853
-68.598676,82,30.34627
-46.204537,88,31.021818
-230.278374,115,31.887453
-162.045421,86,32.506026
-104.708132,79,33.227719
-195.4946,76,33.79879
-171.455247,108,34.612412
-235.15003,129,35.617586
-70.897762,91,36.298164
-96.851449,118,37.218831
-67.487091,180,38.562033
-55.765687,83,39.142624
103.318709,1000,47.184718
-127.798445,101,47.944338
-49.263561,138,48.981503
-169.731519,131,49.976322
-71.840948,121,50.900981
-137.626064,127,51.884152
-91.021483,254,53.831105
-230.193079,116,54.755329
-104.781587,91,55.472437
-147.33751,107,56.315561
-38.281542,137,57.481729
-215.823393,226,59.492931
-225.586955,90,60.324796
-8.08224,125,61.629037
-112.852209,96,62.586209
-103.639568,225,64.665601
-138.88617,144,65.988424
-242.824691,152,67.295608
-51.79737,110,68.181731
-111.536199,185,69.624436
-72.328333,127,70.636103
-60.672176,69,71.179177
-81.540648,209,72.942862
-37.270496,204,74.697319
-49.047332,95,75.526489
-81.592817,119,76.578194
-51.391446,273,79.06141
32.806776,181,80.775726
-57.265733,119,81.830202
-34.049019,309,84.673026
-54.536906,130,85.901733
-194.008661,694,92.477633
-48.754509,202,94.501311
46.998194,1000,105.583053
-86.235678,677,113.696331
120.479634,714,123.380271
172.623573,611,131.596152
217.88229,485,138.387933
-213.625592,768,149.087806
-245.333625,604,157.630699
-224.081217,556,166.297545
-197.862693,319,170.631265
-160.312718,705,180.751067
-153.791299,249,184.383426
-152.496483,1000,197.259417
8.506209,186,199.22221
-227.645594,408,203.965203
-185.843259,260,207.219558
-30.80794,136,208.948057
-157.927031,262,211.811239
-127.141886,126,213.138946
-225.345807,760,222.659245
-128.024149,378,227.154946
-237.696036,766,236.776414
-158.716537,286,240.239414
-91.589373,368,244.570518
-50.66406,332,248.200968
-175.173053,754,256.869828
-212.874857,387,260.822856
-98.16687,268,263.583335
-139.018844,354,267.610049
-169.629105,298,271.560602
-156.632827,108,272.976832
-307.709492,739,281.96278
-221.59324,588,288.260278
-133.537447,252,291.194969
-37.979404,125,292.641679
-143.860239,306,295.9975
-130.030203,257,298.828038
-179.755597,144,300.611041
-169.811151,348,304.638701
7.144867,118,305.875391
-135.600787,281,308.879853
-146.566667,385,312.957773
-246.10361,420,317.595432
-143.700804,97,318.544168
-69.337756,1000,330.733721
-133.511834,310,334.969837
-132.565577,138,336.834678
-228.872528,314,340.331247
-27.821211,154,342.281554
-144.391932,151,344.339851
-160.602529,982,356.242996
-54.910407,94,357.348191
-149.173194,98,358.52637
-268.65715,796,368.47212
-202.990452,288,371.571539
-91.464728,193,373.348863
-176.967527,553,379.211053
-210.492754,498,384.399319
-115.498159,279,387.993891
-191.897443,165,390.105886
-141.091178,163,392.074048
-64.447115,138,394.100388
-3.425249,99,395.395577
-142.329741,141,397.327605
-123.02436,204,400.202813
-133.600398,298,403.515589
-174.251773,218,405.670351
-107.01281,1000,417.066153
-298.273792,700,425.088122
11.575936,226,427.774128
-185.928161,438,432.534856
-209.579036,663,441.197034
-93.368185,104,442.609732
-151.581986,233,445.31912
-206.749737,479,450.96296
-242.157769,645,459.571753
-131.663632,550,466.203661
-186.254769,334,470.340117
-215.106745,353,474.887014
-270.34343,610,482.390069
-187.687608,416,487.488561
-133.717079,315,491.681832
-147.397031,423,497.95094
-207.206983,728,508.60403
-152.239663,357,513.577447
-8.528559,121,515.105673
-163.474585,262,518.74561
-147.413405,427,523.952855
-144.049905,309,528.060948
-215.41276,384,532.641059
-187.04994,562,540.825001
-213.927095,725,551.675069
-177.349045,505,559.000742
-138.04646,702,569.166815
-174.805076,328,573.584219
-202.939136,621,583.030193
-120.317854,267,587.211544
-89.443111,1000,603.671331
-257.828752,991,618.582579
-126.847622,494,626.225405
-179.531446,423,632.768288
-155.961375,439,640.192271
-172.55244,499,648.695695
-159.954625,504,655.859698
-97.319216,1000,670.342626
-131.922398,575,680.995914
-196.659894,1000,697.43283
-18.473626,1000,712.195936
-171.110389,628,723.29502
-271.915114,693,734.205402
-190.958508,447,741.199978
-98.842571,1000,756.534498
-237.279424,783,770.29796
-237.55671,645,780.359321
-236.807589,695,791.556429
-213.745194,616,801.110713
-174.963046,537,809.735917
-150.645699,438,816.741871
-268.15696,900,832.698421
-93.075259,1000,849.968595
-162.474238,420,856.425444
265.107817,276,860.866412
-140.925413,1000,878.437394
-125.938034,1000,893.904181
-237.558439,703,906.648139
-0.797611,1000,923.562963
-184.860536,465,930.663735
-248.379724,912,945.47907
-73.675617,1000,963.058501
-96.455976,1000,979.823814
-195.436227,784,993.490277
-182.597483,1000,1011.281338
-36.140575,1000,1030.030694
-273.272622,868,1044.861852
-233.309472,703,1056.276603
-67.879427,1000,1073.349078
-61.923074,1000,1091.321044
-156.991345,1000,1107.641401
-166.727984,733,1120.15087
-108.328797,307,1125.2318
-44.50627,1000,1141.547458
-197.383129,931,1157.67351
-270.968418,851,1171.742608
-92.228566,1000,1189.766567
-251.374343,926,1205.741794
-156.077794,1000,1221.968982
34.391192,160,1224.216382
-138.264968,334,1229.645848
-48.801745,1000,1246.959934
-221.966861,742,1258.97203
-124.831959,1000,1276.15096
-37.909593,1000,1293.625419
-48.932065,1000,1310.457733
-98.465504,667,1322.256399
-168.291186,615,1331.522197
-205.888054,983,1348.975335
-68.025695,1000,1366.190199
242.642642,323,1372.003259
-127.616859,438,1378.821173
-105.252075,1000,1395.727034
-180.311616,1000,1413.385761
-105.472538,1000,1430.114456
-102.723531,1000,1447.577416
-93.957142,505,1456.039912
-99.154465,1000,1473.8624
-106.605499,1000,1491.813859
-114.712235,1000,1509.832868
207.612759,446,1517.432584
-44.315031,1000,1536.516899
-48.761218,1000,1554.471943
-87.800525,1000,1572.608346
173.684925,447,1580.690092
-109.24294,1000,1598.711257
-8.094207,1000,1615.014349
-99.522635,1000,1634.419242
-193.672078,854,1649.601092
-79.107258,1000,1668.278923
-47.410123,1000,1686.184547
-53.780856,1000,1704.631498
