#{"t_start": 1716147771.1493163, "env_id": "LunarLander-v2"}
r,l,t
-220.715245,73,0.628441
-111.742049,72,1.189028
-394.56222,65,1.651613
-602.50867,108,2.428138
-111.821332,113,3.247271
-32.981741,124,4.148954
-293.358723,111,4.972065
-187.327041,87,5.625179
-75.307318,68,6.114739
-600.454404,108,7.08466
-163.557943,133,8.039818
-336.107981,125,8.94346
-274.118117,98,9.670555
-125.311362,114,10.499725
-231.795319,71,11.028318
-489.638689,100,11.758942
-257.936508,173,12.985142
-284.482501,86,13.607368
-497.408899,110,14.373205
-394.825203,102,15.137811
-210.531775,121,15.977483
1.139637,85,16.594066
-376.603043,115,17.424727
-348.999846,102,18.196867
-338.772693,77,18.801384
-151.502865,76,19.355908
-216.031971,89,20.038696
-156.066787,84,20.665285
-125.336422,107,21.501425
-200.054999,71,22.039027
-312.270806,98,22.820641
-311.508848,87,23.533261
-115.664235,119,24.513463
-244.237162,112,25.315337
-219.484448,84,25.929454
-236.8485,118,26.797601
-542.57095,101,27.53174
-189.575101,84,28.161341
-122.573604,162,29.396287
-310.382291,104,30.1649
-125.161646,70,30.680763
-329.844831,77,31.269858
-236.321952,99,32.021962
-3.877392,128,33.081178
-194.516078,123,34.017823
-203.187973,87,34.673919
-122.389774,109,35.530576
-233.579238,107,36.341672
48.170727,103,37.105786
-125.874066,62,37.560867
-251.290312,115,38.457522
-287.871079,117,39.306647
-204.529062,95,40.014745
-202.431244,68,40.562354
-34.631959,146,41.664998
-240.573673,168,42.987141
-155.997172,117,43.927731
-142.190464,111,44.833719
-150.857673,83,45.559662
-115.176142,82,46.241291
-164.401284,126,47.309231
-164.787017,138,48.322391
-185.371776,108,49.137544
-204.200237,65,49.656652
-228.187096,132,50.648446
-365.356425,140,51.726124
14.594556,120,52.65057
-256.518633,141,53.729085
-206.705881,100,54.526735
-111.456534,194,56.049014
-206.814974,89,56.779631
-215.269332,124,57.856287
-204.240128,105,58.769115
-145.813958,129,59.952743
-155.300138,135,61.340004
-162.281398,129,62.626209
-278.759232,108,63.635394
-196.499857,123,64.752243
-70.722357,194,66.474483
-104.344506,75,67.132071
-115.517398,111,68.04522
-143.261791,140,69.142865
-106.28597,200,70.739129
-143.321656,147,71.915815
-111.780381,138,73.079369
-101.159158,95,73.919503
-48.582129,155,75.270453
-85.77365,130,76.404165
-129.434973,105,77.331827
15.78186,156,78.74988
-134.38039,270,81.310102
-148.108246,101,82.198764
-128.97596,102,83.120151
-41.826539,252,85.496167
-299.059919,219,87.394974
-57.189352,245,89.927333
-50.479988,105,90.939012
-162.360417,166,92.408118
-139.283344,131,93.731678
-142.688651,107,94.874881
-159.495355,373,98.677944
-142.800552,124,99.73251
-124.720323,393,104.453385
-26.879122,253,107.889437
-115.465737,274,110.794358
-221.372508,166,112.836653
-35.995054,224,115.880813
-211.626277,359,120.929314
-126.553262,539,127.868013
-189.187831,132,129.829397
-71.312516,465,136.211606
-133.176001,182,138.713544
173.206304,833,150.485272
-49.148312,419,156.193425
-156.092977,554,164.892824
97.158739,1000,179.095284
-138.117748,321,183.767789
-132.459054,625,192.065778
-144.048367,138,193.729042
-199.398826,195,196.142734
-55.001667,220,198.630096
236.441849,600,205.659986
-81.092931,146,207.5376
-157.646129,313,211.218138
-131.464311,109,212.28031
-36.549513,208,214.529673
294.770573,379,219.323997
-121.928348,148,221.320648
-239.370069,690,229.787872
-149.916004,338,234.275599
-105.081007,221,236.79541
-138.943245,109,238.122091
-48.117962,323,242.005847
-108.636495,138,243.649525
-145.03785,261,246.452176
-158.695654,141,248.064946
-35.479488,135,249.559212
-217.471327,469,254.859029
-153.407491,129,256.452752
-147.556635,220,258.733578
-30.889177,124,260.107244
-121.61275,272,262.76019
-160.039911,195,264.914068
-63.620099,142,266.578909
-61.484243,115,267.934098
-71.162419,170,270.216918
-131.642274,160,272.309709
-21.819495,181,274.868125
-129.887039,170,276.668455
-143.240166,176,278.706846
-156.409047,119,280.125544
-151.415721,128,281.759753
-44.894172,145,283.356477
-162.179181,309,286.682982
-67.398382,140,288.167699
-109.112522,432,293.173774
-144.359995,136,294.636617
-91.002594,374,298.742004
-212.286233,238,301.674204
-149.636194,227,304.318166
-94.235791,145,305.791384
-91.072353,117,307.046546
-145.494718,279,310.066738
-175.597589,159,311.80008
-127.220306,118,312.958769
-217.382419,382,317.183357
23.708517,136,318.576167
-135.079142,242,321.032124
-202.69734,392,326.336839
-131.122021,234,329.15674
-39.973406,132,330.773242
-28.048472,179,332.966541
-137.159156,188,335.797512
-141.793978,696,344.292343
-168.809433,255,347.430905
-48.038061,154,349.281264
-157.944906,95,350.448465
-199.620202,250,353.364001
-65.900533,114,354.839808
-245.487048,374,359.37839
6.31133,218,361.761081
-155.943841,206,364.438489
-117.842761,178,366.808344
49.323502,155,368.757658
-135.276846,192,370.887452
-199.975228,133,372.118687
-121.508264,107,373.118303
-96.339394,221,375.386926
-81.909118,113,376.576083
-55.619015,150,378.22191
-253.790704,158,379.88422
-158.629839,138,381.242099
-37.235305,172,382.998584
-114.416826,219,385.541486
-60.399088,169,387.816373
-222.49085,442,393.549304
-207.55337,157,395.682104
-145.51241,121,397.341601
-94.837238,199,400.140806
-151.170741,124,401.668059
-152.349627,87,402.595689
-139.534441,531,407.765177
-247.178764,613,414.932311
-13.794485,170,417.125664
-181.474053,134,418.587443
-159.355163,118,419.948999
-104.514875,280,423.006886
-159.523053,108,424.343017
-164.197877,104,425.68669
-147.144897,153,427.49006
-89.560668,399,431.81977
-260.011894,820,442.474212
-24.634002,255,445.474649
-39.624062,154,447.292234
-204.669232,471,453.093777
-163.927022,427,458.835649
-152.965569,126,460.351867
-169.266217,129,461.877101
-92.301359,181,464.031477
-121.491277,265,467.374939
-49.264292,126,469.003566
-231.806253,512,475.535085
-154.223001,278,479.182118
-89.729288,198,481.348322
-204.503814,480,487.092999
-40.188345,148,489.112931
-297.044468,895,502.168591
-186.096365,151,504.35237
-162.634061,377,509.594153
-150.271024,561,517.391401
-74.661128,120,518.966146
-152.402291,213,521.499596
-235.286078,420,526.947301
-243.658157,576,534.192238
-246.898323,680,544.479792
-34.08701,351,549.164219
-69.030484,138,551.477045
-88.672824,1000,566.157811
-148.626435,177,568.583448
-123.21351,166,570.635083
26.197567,181,573.202656
-44.782614,126,575.157874
-58.997535,463,582.246584
-41.515162,163,584.721202
-145.301003,1000,601.158837
-11.584778,105,602.826697
-74.047912,209,605.747348
139.400283,477,613.294318
-175.846772,509,620.986381
-106.555347,1000,636.456696
-261.228239,479,644.814573
11.438002,132,647.121967
-110.480898,269,651.400896
-180.384954,344,656.111724
23.915892,99,657.631243
-253.584221,521,665.188085
-115.346524,228,668.206684
-237.916503,945,684.609195
-236.403769,453,692.294992
-88.415887,236,696.218151
-156.70882,150,698.479495
-111.233582,195,701.409504
-133.319287,487,708.588842
-78.809113,461,715.59559
-35.587819,156,718.317014
-133.562596,296,723.96455
-298.201398,973,739.607214
-198.593334,593,747.489095
-121.262801,167,750.608037
-38.301829,384,756.803032
-123.837932,399,763.607323
-122.819345,181,767.010952
-15.389366,1000,783.158264
-149.144111,415,789.749105
-278.300368,956,804.623175
-116.095892,1000,821.196441
-256.825864,780,835.215452
-176.379449,362,841.592614
-167.487409,702,852.984166
-173.530859,564,861.945601
-118.667246,108,863.544219
-84.853508,82,864.930927
-192.04152,518,874.612612
-58.807635,264,879.022973
-133.528578,1000,894.564749
-140.632258,140,897.090541
-27.100533,189,900.989411
-174.194875,520,909.485337
-37.66649,102,910.999561
-22.883957,247,915.247225
-118.945742,864,929.642524
-113.234413,384,935.693383
-82.804284,1000,952.333325
-169.078452,407,959.586958
-232.844334,780,973.358986
-222.463298,709,985.182426
-127.285275,164,987.940386
-227.519374,751,1000.55795
-94.622665,222,1004.657825
-133.026546,405,1012.2565
-28.824641,246,1016.768677
-92.573792,1000,1035.152704
-252.405475,815,1048.783485
-147.697704,141,1051.169534
-193.573526,711,1062.58714
-127.147679,124,1064.784362
-158.519168,143,1067.288577
-308.311776,948,1084.454431
-178.694574,473,1092.635731
-28.799907,139,1094.568797
-236.977212,651,1105.402077
-89.402395,247,1109.873681
-142.293918,431,1117.037401
-94.574501,1000,1133.514225
-79.620976,1000,1150.199293
6.201756,136,1152.555358
-91.805331,474,1161.38101
-47.606228,120,1163.395417
8.185848,148,1165.760845
-119.722936,1000,1182.773632
-115.674366,459,1190.727196
-142.996253,656,1202.531604
-182.668869,459,1209.344456
-80.851588,124,1211.431263
-40.114975,382,1217.733506
-32.083139,130,1220.150183
-88.603122,119,1222.195995
-227.263294,540,1230.779037
252.724594,387,1237.882525
10.31686,153,1240.10027
-84.270957,88,1241.530029
-81.539043,392,1248.374104
-58.903806,159,1250.968503
-110.551355,273,1254.993134
-155.509011,786,1268.844279
-114.815565,111,1270.759766
-208.040575,356,1276.543989
-214.677148,792,1290.707202
-15.844693,280,1295.158637
-64.822253,116,1297.318873
-75.745758,1000,1314.307352
26.038337,133,1316.825443
-66.059411,1000,1332.496352
-177.817243,1000,1350.529151
-139.430187,465,1357.354647
-101.696586,1000,1375.309654
-117.331415,1000,1392.002511
30.523681,86,1393.451719
-44.910946,1000,1411.365456
211.672667,284,1416.134251
-110.683416,1000,1432.963294
-104.656156,276,1437.747657
-313.920481,916,1453.334143
-117.819089,1000,1470.927521
-146.587855,355,1477.196797
9.697843,286,1481.849329
-13.447765,148,1484.656597
-206.829917,678,1496.683194
-68.232457,1000,1515.354097
-48.006329,1000,1533.926028
-6.270282,127,1536.331868
-118.655493,860,1551.903479
-58.141259,1000,1570.129581
-76.532789,1000,1587.762809
-133.826638,1000,1605.969579
-97.55469,338,1611.206146
159.145505,810,1625.924857
-94.532795,602,1636.910607
-84.971558,1000,1654.020382
-94.353811,1000,1673.499643
-103.981063,428,1680.421793
-70.15667,1000,1699.390922
-38.68447,236,1704.018813
-316.789024,694,1715.298266
-143.237246,1000,1732.944487
45.905999,122,1734.941375
187.355428,689,1746.605374
-186.287189,955,1761.772328
25.696721,399,1769.883777
233.925416,854,1784.453167
-17.150801,152,1787.327094
239.604936,577,1797.012368
-52.85113,1000,1814.641354
242.131191,763,1828.868007
-44.644016,1000,1847.476618
