#{"t_start": 1716147771.1503162, "env_id": "LunarLander-v2"}
r,l,t
-65.538526,67,0.555927
-66.667396,65,1.085004
-386.295527,83,1.681128
-240.019109,77,2.237121
-207.577575,85,2.865696
-606.123306,96,3.571806
-335.935656,113,4.375491
-525.612127,94,5.075576
-231.073195,107,5.848715
-129.396039,110,6.83164
-382.021131,81,7.428227
-189.526804,133,8.398859
-123.399388,65,8.853945
-236.255023,70,9.38502
-333.691413,148,10.463722
-226.930233,96,11.169832
-133.63114,88,11.810948
-177.309223,74,12.331551
-178.947561,64,12.800122
-281.963188,103,13.533371
-152.863749,123,14.401205
-156.501498,78,14.960783
-218.798125,124,15.832967
-144.935458,71,16.360044
-170.313599,122,17.252213
-105.447898,126,18.193867
-274.36608,93,18.899898
-58.607415,108,19.694651
-185.837067,87,20.374748
-299.581851,71,20.914834
-209.805032,84,21.568947
-313.157093,86,22.240562
-96.692895,101,23.027171
-147.597773,90,23.781806
-354.400172,87,24.506456
-215.657691,101,25.233331
-348.20579,128,26.157474
-214.490444,123,27.068129
-225.606732,102,27.807279
-192.762184,144,28.876184
-334.534446,108,29.682331
-175.233364,99,30.436782
-230.794747,91,31.130835
-193.082591,134,32.132977
-219.87958,75,32.701551
11.571993,84,33.445743
-158.583561,103,34.228863
-207.991989,73,34.771954
-127.937198,71,35.341555
-48.909554,219,36.984275
-217.851373,76,37.557866
-184.12069,111,38.393998
-69.279862,122,39.306648
-96.910613,75,39.852234
-92.897692,87,40.53335
-281.57351,132,41.526975
-232.603529,93,42.293096
-234.509946,94,43.028144
-83.559604,138,44.15326
-84.667034,146,45.356638
-108.883453,96,46.148238
-123.029408,109,47.073681
-21.86081,123,48.033855
-178.833229,92,48.710952
-161.645954,85,49.344096
-170.525069,136,50.404908
-57.039143,139,51.459584
-139.892606,87,52.132694
-76.89843,106,52.917118
-26.872077,141,54.051132
62.790969,1000,62.980766
-81.607634,126,64.090958
-60.05362,128,65.294327
-156.262191,103,66.204946
-108.736197,134,67.351118
-131.623149,105,68.217232
-61.893498,131,69.211375
-174.059488,199,70.80313
-72.086036,84,71.487244
-78.031479,111,72.391514
-79.609649,275,74.777824
-119.678306,105,75.706019
-79.822779,136,76.889239
-85.65211,275,79.425465
-55.231135,120,80.55218
28.007315,279,83.052151
-96.103509,280,85.689194
-46.872821,113,86.667356
29.166127,178,88.294605
-38.136098,187,90.299883
-31.72407,119,91.399078
-84.934552,528,96.765682
-74.987902,158,98.288903
-122.334667,206,100.180979
-26.850575,341,104.318367
205.010796,763,113.666322
37.568379,112,115.177304
-170.123532,1000,128.648163
-271.57976,895,140.641415
-221.853236,590,149.330343
-245.186307,936,163.124911
-47.099796,1000,177.331568
-155.114247,685,187.188396
-271.250439,736,196.533301
-183.172232,345,200.357877
-194.456968,727,209.223588
-195.737727,520,214.799721
-172.552451,611,222.721754
-206.326624,442,228.03161
-138.95049,119,229.511817
-146.112672,132,231.149998
-84.071334,145,233.29645
-185.288177,625,240.725124
-298.345747,979,251.775573
-207.653318,374,256.094691
-169.068643,451,260.853853
-153.638103,313,264.095416
-103.355065,158,265.887951
-160.9339,652,274.424554
-123.118745,104,275.579294
-140.428434,139,277.066006
-138.248705,508,283.126943
-143.382641,266,286.023892
-253.912506,276,288.932016
-170.409359,432,293.937497
-141.061618,416,298.465922
-182.961666,521,304.635697
-242.378411,625,311.325486
-79.604904,161,312.964767
-196.178184,188,315.052397
-95.296427,131,316.464425
-163.660765,244,319.015249
-193.350064,487,324.991596
-154.495713,160,327.039939
-82.344301,156,328.925719
-175.842036,145,330.669204
-172.732561,463,336.976197
-156.332735,154,338.619418
-149.699866,496,344.876641
-108.95669,110,346.213862
-120.572905,180,348.401133
-254.483229,349,352.537869
-118.458414,125,354.023654
-196.282015,518,360.248501
-205.988328,285,363.757882
-248.323268,552,370.644237
-174.621587,204,372.499738
-140.389758,136,373.819932
-168.44116,141,375.289418
-159.655289,136,376.732106
-173.701086,186,378.788489
-116.226326,153,380.360289
-159.62781,114,381.475204
-153.209556,243,384.036249
-144.021656,119,385.440975
-104.275342,133,387.218286
-219.990434,741,397.010715
-189.939768,396,402.208634
-102.580086,126,403.507586
-200.8087,319,406.622491
-164.434885,132,407.871192
-188.524252,380,412.151902
-214.96337,318,416.173472
-184.650056,283,419.412915
-211.223115,552,425.885251
-156.852727,426,430.595586
-195.198452,274,433.675525
-144.628081,203,436.150672
-165.368163,101,437.481884
-260.771401,653,446.028239
-257.047323,491,451.933116
-181.298125,442,457.930015
-209.492924,284,461.388023
-221.16282,569,468.435482
-111.470102,153,470.195583
-179.703812,271,473.501981
-117.126644,372,478.61952
-99.02912,278,481.769964
-163.874912,331,485.648313
-251.284517,928,498.679053
-185.639212,520,506.375678
-216.639187,499,513.402424
-158.143491,565,520.715474
-202.411876,681,529.472634
-182.452653,503,536.150498
-149.250859,358,541.272542
-186.249847,450,547.785774
-129.146702,425,554.501086
-150.716869,271,558.145038
-171.14792,645,567.626498
-213.164336,343,572.050987
-121.258069,330,577.117757
-59.570928,227,580.663835
47.815419,114,582.342603
-201.403198,424,588.881285
-238.960218,844,602.945728
-170.942953,398,608.548812
-94.712099,1000,624.228063
-108.795984,159,626.585499
-152.333691,401,632.796284
-275.905962,965,649.227759
-237.504599,773,660.227122
-127.376563,412,666.213337
-118.58127,1000,683.203467
-104.098307,264,687.237827
-174.265895,418,694.599238
-193.673049,612,703.834455
-195.059877,658,713.547119
-181.946961,610,724.372609
-131.990994,489,731.644701
-177.487279,408,738.873119
-200.8851,468,744.853546
-163.568733,435,752.287558
-174.436815,1000,769.463821
-183.635992,551,777.781995
-165.025103,364,783.906513
-217.115353,518,792.155025
-204.591561,468,799.527219
-139.44601,226,802.864982
-131.718059,1000,819.303637
-37.863354,1000,837.167236
-187.670437,675,848.556319
-203.183518,722,859.976258
-223.578965,942,876.600603
-169.757167,1000,892.048056
-278.674029,883,907.787789
-159.627745,1000,924.791152
-218.760253,762,936.372468
-122.181236,169,938.950467
-157.239363,443,946.482207
-193.089838,737,959.389427
-193.418864,710,972.043403
-219.784066,655,982.892628
-122.333908,1000,999.716936
-99.647126,1000,1018.557359
-122.519788,475,1027.874076
-79.10443,1000,1044.648826
-177.256543,523,1053.348817
-156.058617,1000,1069.91559
-241.306769,953,1087.187796
