#{"t_start": 1716144532.61596, "env_id": "LunarLander-v2"}
r,l,t
-157.525119,65,0.12904
-410.203741,83,0.303572
-310.134748,110,0.545617
-196.271502,76,0.706636
-67.745995,78,0.868157
14.941254,93,1.068694
-397.949805,108,2.88799
-472.891829,98,3.099524
-479.914177,106,3.327832
-130.382169,86,3.502864
-103.461048,82,3.676881
-117.216287,90,5.386147
-213.785442,123,5.651198
-79.422334,118,5.90323
-200.428522,114,6.144274
-75.688889,58,6.259789
-28.799572,66,8.030705
-202.927877,106,8.268739
-234.014264,105,8.493234
-241.437982,83,8.677257
-303.688802,108,8.911706
-110.560716,87,9.117245
-184.276117,119,10.905128
-313.328417,117,11.149178
-92.066373,74,11.314209
-232.025524,75,11.472237
-43.862166,113,11.699259
-40.864022,105,13.50157
-208.68711,114,13.755103
-229.133519,104,13.979642
-401.977727,96,14.179664
-119.418457,76,14.355555
-175.057974,93,16.115119
-95.480648,91,16.301631
-91.632398,99,16.52468
-126.886297,100,16.743709
-89.716794,98,16.945738
-86.983262,63,17.075761
-215.384024,120,18.911888
-44.466937,123,19.185429
-191.287471,84,19.36245
-254.108809,91,19.570982
-220.661892,94,19.782003
-149.928668,109,21.56034
-114.95466,102,21.795379
-132.007536,84,21.976914
-226.637312,73,22.146942
-93.733328,123,22.402972
-75.920102,90,24.178779
-85.454563,101,24.398818
-108.187466,99,24.609356
-61.348943,96,24.817886
-82.596935,101,25.04743
-170.664144,99,26.813696
-107.660441,85,26.991725
-197.13157,130,27.280262
-77.251707,132,27.559303
-115.775829,107,27.779327
-187.292206,73,29.565109
-72.598098,103,29.782135
-64.669335,98,29.988676
-78.897461,87,30.167698
-88.419902,131,30.451244
-15.122411,126,32.273539
-106.69981,93,32.494093
-80.368431,104,32.725622
-31.802384,127,33.006161
-67.255489,92,34.790972
-65.664253,103,35.023012
-126.930247,66,35.162527
-107.228161,93,35.35856
-76.193211,116,35.630622
-45.540485,66,35.784132
-39.14591,86,37.524756
-80.626768,73,37.686268
-103.147261,110,37.955808
-131.150486,100,38.172336
-40.795381,95,38.415882
-76.557915,81,38.604908
-12.449069,107,40.445228
-48.449501,82,40.630492
-215.117572,102,40.877517
-73.460405,83,41.090064
-69.376687,116,41.389169
-23.003439,103,43.2135
-4.548229,97,43.49654
0.064681,102,43.831592
-58.240759,101,44.165649
-67.98525,126,44.5792
31.179094,95,46.402456
54.114845,100,46.636503
-28.993257,109,46.898531
-11.060841,119,47.181576
-71.495776,105,47.445108
-57.694929,85,49.24042
-39.380872,103,49.533472
-3.002367,107,49.844006
5.802554,98,50.139054
55.789344,96,50.459596
-92.786082,107,52.449904
20.430563,87,52.793956
-88.198722,103,53.248026
-33.469231,113,53.742094
-63.485575,99,54.102141
-70.197169,126,56.05523
-30.141792,99,56.361296
-7.168403,136,56.805857
13.012866,126,57.181412
7.657266,91,58.997397
-10.925471,122,59.432495
7.587086,125,59.945557
-38.813257,121,60.519647
-24.338563,142,62.769979
-49.039236,128,63.469581
-12.852329,131,64.101168
11.740601,96,64.452648
-72.925566,163,66.40657
-46.945204,178,66.917661
-8.455418,111,67.27806
29.264585,155,67.888655
-46.966956,116,70.021897
13.501597,102,70.50747
-109.648894,89,71.006307
-53.871574,162,72.096973
47.053004,153,74.540467
-101.613849,99,75.125102
-16.490641,119,75.823191
-53.374221,163,76.626199
-32.578655,388,81.378621
29.615879,102,82.559977
-37.752496,131,85.774451
-12.90794,108,87.150729
6.378587,189,88.890367
-60.394653,115,89.422446
13.909487,110,91.57585
-34.722012,220,92.758009
126.710529,528,98.346421
30.045046,193,99.907241
-3.460665,1000,111.035654
-19.568431,188,113.867731
-6.534754,176,115.13593
13.011848,179,116.367092
20.2236,111,118.542745
16.183233,170,119.481365
53.606886,1000,130.200786
180.462052,1000,140.550173
-5.428956,171,141.827926
-12.694321,155,144.598607
-3.206602,150,145.711857
44.819942,1000,157.207719
120.164773,1000,168.367568
5.947148,159,169.325186
38.020013,1000,180.345097
143.214189,1000,192.164248
175.624789,1000,204.275804
-45.73667,116,205.151448
-25.541544,254,208.870562
-57.062594,229,210.968861
104.275091,1000,223.735814
148.582179,1000,235.864926
186.214553,1000,247.097076
-167.534914,109,248.152765
139.614087,1000,260.655729
119.760581,1000,272.487413
91.617423,1000,285.53579
-173.076505,120,286.545962
126.158949,1000,298.046751
185.496483,707,307.505272
135.480819,1000,319.239087
207.62186,619,326.755594
-12.883499,182,328.579148
-49.822233,358,333.14942
129.042014,1000,345.362516
-32.475724,252,347.248276
-30.485784,161,349.740719
-161.50232,165,351.0474
84.287911,1000,364.227994
22.964136,161,365.594001
125.496782,1000,378.304642
-55.083602,191,380.223395
60.398111,1000,393.085158
146.757802,1000,406.430841
-86.215049,281,410.537976
-49.086629,204,412.378037
-26.010924,305,416.486506
147.523834,1000,431.278754
104.216866,1000,445.314949
92.555079,1000,458.555347
85.150722,1000,470.752964
192.731931,684,478.238607
165.270772,1000,489.274305
73.741943,1000,501.334139
147.843259,1000,513.401352
4.514452,314,518.567944
167.398517,1000,528.720912
-20.397074,336,533.300994
145.422517,1000,546.424285
115.194315,1000,559.201897
163.160429,1000,570.928078
168.467005,531,577.379426
117.535092,1000,590.524466
105.054694,1000,603.3738
138.73467,1000,616.791761
153.436363,1000,628.974617
179.16007,567,635.857998
91.757864,1000,648.323957
225.719387,572,655.187257
136.499422,1000,667.233493
151.291096,1000,680.065056
92.61099,1000,693.644461
-18.510471,372,699.187705
218.651531,568,706.243793
162.351992,589,713.849139
101.91433,1000,728.000002
194.932759,410,733.935887
146.909703,1000,747.345152
120.519777,1000,759.971443
-17.940156,310,762.435284
139.803627,1000,775.146424
93.119978,1000,788.762051
116.328641,1000,803.598747
221.949979,484,809.841791
62.857092,1000,823.670098
195.462903,429,830.053911
205.388904,374,833.934969
189.965623,478,840.300236
104.016808,1000,853.964398
103.061275,1000,866.292912
212.374462,470,872.823055
92.236314,1000,886.015979
195.182102,357,892.211359
76.872127,1000,906.642951
-50.986766,350,912.495778
-15.812368,379,915.896665
-50.621777,513,922.857766
201.439272,346,927.498154
139.316108,1000,940.971979
180.660594,375,946.261939
-27.445937,307,949.54193
105.182891,1000,962.76566
110.207698,1000,975.951394
131.649215,1000,989.553086
153.438689,1000,1002.798074
188.885479,283,1006.730186
141.051276,1000,1020.903384
114.596284,1000,1033.050319
138.813306,1000,1046.729944
147.51337,1000,1059.689796
103.166525,1000,1072.436109
119.571424,1000,1086.957325
109.779819,1000,1100.982176
123.704329,1000,1114.629349
180.188402,1000,1127.152709
-33.006401,334,1131.35032
115.235526,1000,1145.510345
103.464165,1000,1158.401108
-33.381993,344,1162.146612
-10.076218,379,1167.428788
88.004214,1000,1181.053717
140.029152,1000,1194.242196
156.397956,1000,1207.095147
56.181232,1000,1219.726263
148.007181,1000,1233.946579
131.427347,1000,1246.839085
208.411951,302,1249.538256
94.203278,1000,1262.693017
175.778979,641,1272.154538
111.300592,1000,1284.302558
-84.095342,327,1287.382482
216.780241,657,1296.012224
76.118396,1000,1307.152058
121.005291,1000,1319.776606
119.327494,1000,1332.620923
-449.678215,119,1335.331441
97.302383,1000,1348.218365
147.704946,1000,1361.20978
166.753576,1000,1372.612453
155.477899,1000,1385.557587
164.535628,1000,1398.561276
154.526065,1000,1411.984769
199.851929,310,1416.485667
219.183486,300,1420.997329
164.170345,1000,1431.858883
154.835551,1000,1445.030158
125.400575,1000,1457.974458
172.372979,1000,1471.530892
-5.582055,276,1475.357059
209.347095,323,1480.269873
105.997266,1000,1492.617778
224.938028,500,1499.991689
