#{"t_start": 1716144532.6149595, "env_id": "LunarLander-v2"}
r,l,t
-354.092662,90,0.184041
-65.648378,93,0.385084
-171.869169,75,0.546618
-127.504632,56,0.667133
-120.083566,78,0.827158
-144.616426,60,0.946668
-264.084083,132,2.828989
-158.571691,133,3.112033
1.15637,89,3.300327
-248.899817,65,3.437346
-261.009341,80,3.601377
-247.868433,77,5.285629
-228.431732,62,5.41966
-497.528366,118,5.674201
-72.195857,131,5.951746
-286.059978,85,6.134274
-158.166045,131,8.034706
-359.889866,129,8.31925
-86.002613,96,8.528749
-129.74348,113,8.770773
-165.437929,138,9.092731
-207.130177,94,10.830127
-173.36308,117,11.070661
-24.746148,115,11.324209
-163.068216,81,11.492238
-376.936623,108,11.710767
-102.378978,58,13.415059
-413.75926,113,13.65959
-243.911557,81,13.837618
-118.297919,111,14.072155
-84.625772,72,14.228175
-184.038541,82,14.411061
-257.619898,100,16.18512
-97.803583,110,16.419653
-85.43651,85,16.611194
-97.908091,100,16.827221
-145.862959,84,17.003254
-113.522285,105,18.809869
-79.778892,84,18.980398
-335.681688,98,19.199434
-261.544128,83,19.373451
-118.874025,89,19.580982
-98.29193,111,21.345793
-67.029935,69,21.506826
-163.046394,102,21.748376
-172.387809,98,21.964915
-160.909737,62,22.113943
-88.801028,74,22.270453
-95.008984,87,22.443477
-159.878295,102,24.260303
-213.225124,97,24.457329
-224.320997,119,24.722378
-241.349004,112,24.956407
-60.190434,109,26.751186
-59.076364,132,27.037236
-63.928479,74,27.204755
-320.53788,95,27.407776
-292.290202,136,27.693817
-128.478279,116,29.566109
-109.643886,75,29.720135
-81.202195,105,29.942164
-78.604497,97,30.145697
-68.303988,88,30.331728
-114.957745,76,30.497752
-44.212548,96,32.254538
-0.4431,86,32.463095
-118.224303,84,32.650113
-69.922611,123,32.922642
-121.163053,101,33.14819
-86.066765,121,34.996502
-48.289348,78,35.163527
-65.957454,97,35.368561
-174.66248,97,35.59111
-58.251343,80,35.782133
-50.819321,98,37.547757
-118.745359,76,37.717778
-99.52259,92,37.946806
-99.476248,81,38.124337
-35.779579,78,38.300854
-50.492083,121,38.605909
-72.409024,85,40.391711
63.843748,1000,46.339443
-43.005736,95,46.555992
-54.30118,109,46.824532
-26.193951,104,47.074068
-0.339738,143,47.423107
16.969609,97,49.244421
-34.867774,140,49.636984
-71.035796,115,49.980032
-85.637534,108,50.323076
-39.673673,76,50.582622
-8.374117,77,52.473414
-22.520794,113,52.931976
-59.568017,91,53.337537
-79.523446,115,53.866602
21.338963,131,55.833695
1.242,124,56.216284
-29.195822,114,56.575832
-39.39836,115,56.974387
-3.589543,107,57.255926
-42.638706,111,59.166961
13.544883,119,59.614519
-0.704517,148,60.253604
-46.252933,101,60.75367
-69.323733,137,63.001514
-63.805015,131,63.707616
9.085118,130,64.316042
-177.901578,196,66.361568
-11.634103,107,66.657629
28.01973,116,66.996683
24.987312,124,67.412576
-6.491992,108,67.854656
34.791018,115,69.983386
-69.394054,134,70.634485
6.196643,185,71.847432
-11.070063,124,72.570046
61.141352,162,75.073591
24.336966,152,75.944706
41.592933,101,76.438627
-61.758317,92,76.945737
46.086342,187,79.887796
32.512812,147,81.378621
-64.365424,160,83.292068
12.046122,550,91.343324
0.041218,142,92.108917
92.776515,1000,102.796862
-18.39122,157,103.877176
-63.587131,147,105.01994
85.173151,1000,115.834012
118.511631,1000,125.782744
-28.383581,110,126.728386
56.598375,160,129.515811
57.947743,196,130.965931
21.743988,196,133.996918
104.252372,1000,142.791064
105.326274,1000,154.0746
173.745296,1000,165.697477
0.463099,217,168.615103
23.866393,124,169.346692
27.991336,1000,180.373098
177.898868,1000,192.190248
19.214358,1000,204.307806
127.690618,1000,216.735089
-66.802816,127,217.835442
151.593469,1000,230.164893
183.346618,496,236.119465
194.754034,380,240.667988
-24.618977,163,241.749126
-53.973565,186,243.136862
145.278105,1000,256.040674
53.336036,178,259.133987
-322.361077,132,260.279158
50.864549,1000,272.137365
-4.38472,195,273.782603
106.970252,1000,286.84049
96.203774,1000,298.280677
200.065266,345,302.939768
66.865852,1000,314.793395
142.093728,1000,327.324183
153.037275,398,332.570354
148.288333,1000,344.564887
108.081299,1000,355.915701
73.13664,1000,367.176755
103.125601,1000,380.046371
133.976599,1000,392.876124
235.125817,468,399.178197
105.516687,1000,412.091006
225.402834,411,417.250481
113.657537,1000,432.120395
140.68129,1000,445.954375
127.599464,1000,459.234956
109.015158,1000,471.422058
157.839091,1000,482.94721
24.218489,317,485.229329
27.063798,287,489.186798
-30.467555,297,493.264652
120.709336,1000,505.828881
75.776556,1000,516.765371
105.221405,1000,528.482873
-16.360676,301,532.680041
101.40746,1000,545.726187
146.337262,1000,558.608319
201.12245,473,563.880023
90.454068,1000,576.330285
-12.810847,312,579.050675
90.820273,1000,592.322741
129.440463,1000,605.12604
170.47308,518,612.217088
189.020972,416,617.96192
207.664013,352,622.769221
-0.114472,289,625.455276
144.525736,1000,637.825857
136.63128,1000,650.228254
124.062724,1000,662.538962
127.621162,1000,674.533106
157.403078,1000,687.627099
127.232815,1000,701.879907
5.594258,318,706.298793
-26.041461,286,709.000224
33.884123,182,712.554239
146.497124,1000,726.844681
-29.866487,330,730.357231
206.321205,451,736.479294
187.912907,414,742.015813
116.088021,1000,754.892096
241.521218,373,760.396994
229.268125,339,763.077367
-91.164338,290,767.126124
99.920968,1000,780.859143
146.762468,1000,794.211488
107.427711,1000,808.650635
-157.311915,502,815.238564
67.326317,1000,829.520844
123.437588,1000,842.813232
11.31575,404,846.952258
141.592873,1000,860.052694
103.32424,1000,873.102589
165.414635,429,878.951898
-29.104612,388,884.440387
195.337011,771,895.292295
38.710837,547,902.631355
93.733382,1000,916.71278
-18.303067,251,920.948457
130.609162,1000,933.676633
80.215651,1000,947.320614
116.735357,1000,960.756381
138.78488,1000,973.867679
186.032113,316,976.900518
98.460768,1000,990.597352
79.974745,1000,1003.85824
148.662947,1000,1017.674242
199.3303,381,1023.037633
139.525427,1000,1036.669523
99.918034,1000,1050.423819
236.543945,416,1055.879921
-54.140266,292,1058.719829
80.465195,1000,1071.652968
89.58598,1000,1086.125892
195.663223,937,1099.329241
114.831786,1000,1113.032974
212.392212,440,1118.477149
108.823444,1000,1130.983753
120.604399,1000,1145.157292
212.55588,249,1147.341683
-32.048701,331,1152.106537
77.413064,1000,1165.699945
117.801508,1000,1179.005428
88.654184,1000,1192.417456
90.053103,1000,1205.582577
192.689267,1000,1217.973918
127.439695,1000,1232.1974
129.189382,1000,1243.591697
110.198323,1000,1256.153176
116.91991,1000,1269.32808
26.552107,302,1273.640893
159.078459,1000,1285.954794
173.769879,1000,1297.727015
147.553709,1000,1310.642102
133.747426,1000,1323.10377
192.61869,1000,1335.917016
-29.860395,329,1338.847126
110.765211,1000,1352.174423
110.296757,1000,1365.69835
230.607204,349,1370.308144
-197.640301,241,1372.487941
116.965324,1000,1385.446566
115.465379,1000,1398.414258
133.244303,1000,1411.833745
142.757638,1000,1424.208571
150.288437,1000,1437.055498
114.115027,1000,1450.442564
112.240092,1000,1462.989427
154.786275,1000,1476.199536
156.817342,1000,1490.099658
