#{"t_start": 1716144532.6009545, "env_id": "LunarLander-v2"}
r,l,t
-319.595503,129,0.27757
-204.678046,67,0.422598
-411.183843,90,0.620627
-287.303899,110,0.851162
-171.217709,80,1.010187
-168.679026,60,2.747477
-576.262243,90,2.928503
-408.339747,83,3.108529
-131.424105,77,3.265329
-165.043898,95,3.469861
-472.186791,103,3.68789
-183.065943,70,5.353153
-379.277379,79,5.521187
-391.946362,113,5.765721
-248.884414,87,5.952744
-173.108106,91,6.14728
-252.378839,100,6.350302
-442.753042,106,8.217231
-367.622734,94,8.416258
-330.564821,94,8.619756
-116.59829,65,8.762778
-71.077791,126,9.050737
-334.877657,106,10.821623
-268.779108,114,11.055665
-111.744175,56,11.178178
-265.004426,112,11.422222
-252.535733,102,11.628262
-184.824623,83,13.384554
-214.453651,143,13.689595
-297.617821,83,13.870623
-142.260617,62,14.006647
-207.996339,91,14.195669
-184.507847,84,14.389558
-228.172879,103,16.168126
-170.287994,75,16.321637
-126.268271,103,16.553685
-187.915258,118,16.809715
-59.718684,104,17.028767
-250.235409,93,18.809871
-26.678306,110,19.038911
-244.482246,92,19.242947
-254.044516,132,19.518482
-367.895963,111,19.784009
-79.732607,110,21.563346
-129.93269,117,21.836895
-72.497152,123,22.109434
-78.071833,78,22.276458
-161.96035,100,24.062259
-36.580437,92,24.272309
-138.777666,69,24.414823
-119.862433,77,24.574356
-76.543679,105,24.807382
-132.17036,106,25.046435
-90.711478,119,26.856701
-100.552991,116,27.09924
-216.840185,110,27.346777
-68.397185,94,27.541308
-123.472936,72,27.695822
5.503906,111,29.554114
-224.342126,114,29.795141
-105.392711,92,29.987683
-93.838925,69,30.128702
-134.675755,111,30.369735
-63.610064,78,32.083523
-116.085383,77,32.252544
-110.598377,117,32.526101
-41.993029,79,32.70512
-25.294484,96,32.913142
-65.913275,97,33.134194
-50.145185,79,34.89049
-110.379208,76,35.056019
-114.09519,96,35.26605
-103.110021,92,35.460076
-6.781632,68,35.62112
-10.112731,111,35.883345
-66.114737,111,37.672274
-44.149145,93,37.899299
-163.95944,81,38.078832
