#{"t_start": 1716144532.6189597, "env_id": "LunarLander-v2"}
r,l,t
-134.735016,62,0.12004
-347.214196,107,0.354084
-334.512658,100,0.566619
-486.28041,89,0.75464
-116.357088,67,0.890159
-245.617013,105,2.718476
-423.57036,67,2.85199
-223.016741,108,3.08252
-471.046033,105,3.308836
-471.642755,105,3.523374
-133.562923,85,3.710399
-68.615726,62,5.35815
-369.217645,96,5.554692
-222.377689,89,5.751714
-309.797414,96,5.957252
-73.717286,68,6.101769
-187.905936,108,6.323298
-109.194553,124,8.229739
-12.162977,60,8.35525
-235.58989,101,8.574748
-269.76753,108,8.809304
-171.950078,73,8.97522
-62.189849,76,10.687101
-278.610377,108,10.916634
-282.222828,79,11.08066
-196.783201,58,11.206683
-270.031354,109,11.44173
-180.999469,102,11.647256
-451.694889,85,13.407059
-191.896889,86,13.590076
-186.898194,84,13.778104
-326.435243,98,13.990642
-154.564005,107,14.216175
-56.689808,69,14.374551
-331.11373,86,16.119119
-124.525725,101,16.325137
-100.876622,72,16.493174
-205.967702,108,16.728709
-67.57805,64,16.86322
-14.941118,74,17.018761
-168.624944,94,18.801869
-169.855377,101,19.009909
-101.984314,100,19.232944
-74.843032,82,19.402454
-165.020135,74,19.578983
-174.446105,94,19.787004
-165.257884,96,21.535341
-44.874971,115,21.804383
-367.367218,113,22.058429
-218.891591,75,22.216455
-73.267415,74,22.370965
-46.46746,80,24.118777
-141.102847,77,24.295306
-211.554808,116,24.53635
-84.043346,76,24.709377
-98.719408,71,24.859885
-54.426365,73,25.026429
-143.755862,128,26.855696
-101.405184,72,27.006729
-39.190395,122,27.277263
-67.667539,71,27.426281
-175.149855,98,27.634816
-201.328735,104,29.477597
-237.564094,68,29.620624
-63.470969,123,29.88065
-25.901258,70,30.031188
-26.451143,108,30.251208
-174.588637,63,30.396731
-78.109494,103,32.167027
-113.098816,105,32.405057
-45.604368,130,32.700116
-175.359242,80,32.872133
-146.101996,92,33.082678
-49.689839,71,34.819484
-135.280924,84,35.006505
-140.434444,95,35.213044
-75.049756,109,35.444074
-188.250545,102,35.69462
-44.922126,107,35.931848
-57.163948,72,37.634269
-37.724402,100,37.878295
-82.110485,101,38.105831
-84.435034,118,38.392367
-29.922727,126,40.285193
-58.539583,126,40.570253
-46.734827,67,40.721003
-165.740718,98,40.978549
-63.476691,124,41.290653
-20.0197,72,41.480186
-106.305235,87,43.264008
-85.971066,95,43.552056
-35.380826,83,43.822594
-50.227718,108,44.178649
14.900793,86,44.453181
-74.105574,136,46.413974
-35.622052,149,46.766021
-42.7875,103,47.022067
-39.378911,82,47.20658
-39.922073,106,47.469618
-37.6442,122,49.367929
-48.266977,111,49.689984
-30.729241,101,49.996029
-69.304089,114,50.365078
-62.276372,118,52.38239
-77.883406,110,52.819464
-78.839887,102,53.269025
-46.835094,104,53.720092
-51.871175,81,54.036141
-62.664477,94,55.887694
-68.511884,95,56.179277
-113.394602,126,56.575831
-17.336675,137,57.026895
-235.653587,128,57.379436
24.552281,136,59.407989
-76.570391,105,59.832046
-42.624512,128,60.425628
-51.914421,138,61.10172
31.412025,126,63.33256
-55.499336,153,64.077165
-79.513155,121,64.499157
-29.715247,109,64.778696
13.840768,131,66.686629
27.13522,115,67.030024
-29.806796,109,67.390572
-24.208573,79,67.707631
-57.613254,119,69.849367
29.272037,119,70.394445
-65.271508,85,70.863285
-15.030518,97,71.528888
-45.967031,104,72.166485
-116.565586,121,74.419838
-54.032221,136,75.226613
31.352978,126,75.946705
1.58402,128,76.573685
6.302055,165,79.150692
-9.224671,171,80.705539
11.942215,173,82.677484
-8.73533,129,85.87197
-61.753561,149,87.715812
-81.64957,151,88.939884
-35.816695,115,89.468962
7.746259,142,91.787871
58.99875,134,92.503474
-0.082519,166,93.491621
-25.047905,120,95.953898
