#{"t_start": 1716144532.61296, "env_id": "LunarLander-v2"}
r,l,t
-279.54366,71,0.14504
-322.158672,98,0.359084
-135.987833,68,0.501108
-17.291208,105,0.727639
-209.387535,104,0.935665
-231.000656,103,2.762472
-199.942719,77,2.917498
-439.819481,77,3.08352
-87.03531,102,3.299327
-113.035598,81,3.46886
-121.109773,59,3.590373
-142.578421,95,5.311143
-241.189995,75,5.474174
-334.396564,87,5.663199
-293.958093,76,5.828225
-225.139783,65,5.963251
-143.997553,97,6.166275
-87.294468,59,6.285788
-247.959938,79,8.089706
-162.44193,67,8.239739
-306.622111,115,8.485231
-400.766272,103,8.711263
-288.13767,103,8.934705
-155.915755,106,10.715611
-95.190761,106,10.939634
-224.826039,90,11.127173
-221.27625,77,11.298695
-239.890367,80,11.468237
-158.509197,154,13.366548
-96.131915,88,13.548076
-149.143222,124,13.822618
-217.608175,80,13.998646
-253.735432,106,14.221175
-87.795047,141,16.093608
-165.95817,97,16.293627
-179.931527,88,16.494171
-159.542704,72,16.652201
-170.8592,106,16.87622
-100.172041,62,17.007253
-84.007532,93,18.785865
-144.311916,136,19.073905
-154.184625,86,19.263941
-206.677052,122,19.520982
-190.482746,90,19.738003
-46.484458,109,21.503826
-135.54657,135,21.828889
-122.529041,125,22.105433
-89.725982,79,22.274453
-245.617789,82,22.437477
-79.15981,82,24.202787
-101.647274,72,24.357812
-69.632402,81,24.52535
-120.694937,70,24.684865
-254.228324,94,24.884886
-132.125185,94,25.112432
-55.072317,116,26.899697
-84.421098,85,27.079234
-74.750206,73,27.248263
-114.843945,104,27.464793
-224.450234,81,27.637816
-99.462819,125,29.525109
-138.852831,120,29.778135
-66.171785,106,30.00468
-100.374419,90,30.190697
-71.54976,76,30.353728
-92.659526,86,32.08552
-81.354011,63,32.224538
-93.112673,74,32.398053
-76.502242,67,32.551602
-116.222611,72,32.714116
-137.885382,104,32.945642
-69.919325,75,33.112678
-138.324013,92,34.898485
-157.014167,96,35.102017
-115.947905,71,35.262045
-62.997526,76,35.421071
-116.305739,84,35.617621
