#{"t_start": 1716144532.6069536, "env_id": "LunarLander-v2"}
r,l,t
-122.408467,59,0.124047
-82.9081,98,0.338094
-508.733585,108,0.569624
-427.116688,99,0.777646
-691.122004,99,0.978182
-39.634926,67,2.728479
-248.940018,86,2.902999
-154.015703,92,3.100527
-295.025949,102,3.318839
-139.655449,76,3.474867
-364.475667,92,3.665889
-484.050936,123,5.447667
-117.720249,122,5.71121
-131.595232,76,5.878231
-182.161677,124,6.139281
-310.751862,87,6.3173
-224.19709,115,8.195224
-303.956322,98,8.408259
-135.035864,131,8.698264
-177.272456,83,8.878307
-341.435147,103,9.119251
-152.234436,63,10.789618
-94.466254,61,10.917637
-190.344432,126,11.18418
-218.659142,115,11.432733
-331.114533,102,11.638263
-142.612624,57,13.339556
-148.425408,112,13.574082
-120.606581,83,13.76111
-107.348654,116,14.011652
-110.582767,81,14.17967
-59.610407,84,14.373557
-173.753687,100,16.146126
-110.995993,62,16.273634
-230.756857,85,16.460664
-92.094608,76,16.630205
-106.292914,69,16.777715
-116.965702,128,17.047767
-107.653059,69,18.774872
-39.795742,133,19.057912
-121.384164,59,19.188436
-99.228569,105,19.40846
-59.416528,128,19.708502
-200.01488,101,21.451317
-131.486694,96,21.682863
-92.764902,111,21.932406
-34.694,78,22.11444
-90.5657,71,22.264459
-99.642523,63,22.392972
-161.162772,113,24.218794
-203.496689,73,24.377818
-31.874773,78,24.538357
-83.153155,105,24.769383
-64.153283,118,25.035435
-57.47563,116,26.840702
-95.324526,68,26.980734
-202.406389,113,27.233269
-157.842932,77,27.397779
-74.716779,66,27.533309
-68.952381,86,27.715826
-67.503929,65,29.477603
-128.158439,88,29.661631
-163.00136,88,29.853657
-81.487953,72,30.003682
-121.34106,70,30.144702
-109.759126,68,30.286215
-87.835905,106,30.521266
-52.346275,107,32.310549
-76.143294,74,32.484099
-139.591348,97,32.700119
-104.614171,67,32.841139
-112.846468,96,33.060685
-42.968888,125,34.920494
-88.286132,74,35.079019
-67.342423,80,35.256051
-124.735955,71,35.403566
-88.079486,85,35.597116
-112.711511,77,35.782139
-18.056143,82,37.517625
-64.944126,74,37.678275
-73.804334,114,37.956815
-120.448377,88,38.149343
-91.134413,106,38.41238
-81.66642,103,38.655427
-70.429348,76,40.421721
-50.979047,68,40.576261
-73.551135,121,40.864524
-75.462062,84,41.08007
-109.105802,96,41.328177
-94.690498,102,43.148505
-46.09106,121,43.492546
-86.240276,90,43.78809
-67.985422,101,44.114138
0.432014,120,44.504693
-76.601851,105,46.385449
-94.513382,95,46.606998
-1.439254,117,46.888537
-45.462577,96,47.118077
-1.639663,69,47.275094
61.177322,1000,53.918615
-82.34749,123,55.851701
52.071248,152,56.318797
29.241352,140,56.771858
2.050065,82,57.040901
-125.129496,124,57.380444
2.851325,107,59.30148
-18.025018,120,59.775542
-9.108246,107,60.24461
21.473956,151,60.993212
44.709667,104,63.085032
-38.679259,120,63.725623
0.069686,128,64.327048
2.547505,169,64.749699
-125.677026,126,66.641635
38.757822,109,66.961178
-123.576674,794,72.519541
2.552608,96,74.637035
27.955877,138,75.444643
-1.050484,100,76.000224
-13.427771,1000,88.63334
-61.957666,142,89.336447
61.433886,141,91.638366
-16.014571,140,92.380456
107.93308,1000,103.182086
-32.981966,145,104.180831
-84.241536,123,105.179965
-40.482051,139,107.899377
44.303952,1000,118.376215
-87.706153,305,120.085967
-44.484251,97,120.753098
11.5249,1000,131.657538
155.441534,1000,142.037465
-30.20951,277,145.684863
218.677412,342,148.484392
-103.93276,199,151.486217
87.71794,1000,163.601137
171.533659,1000,173.393338
-74.226102,243,175.460137
-65.996612,141,178.343728
93.842297,1000,188.53402
134.706735,1000,200.303069
75.67221,1000,212.601088
111.917756,1000,225.260203
-197.836598,139,228.135129
-72.180429,167,229.628328
-32.042761,227,231.628177
134.191201,1000,242.655782
92.137583,1000,255.510103
148.536335,332,259.941605
106.819518,1000,271.814327
16.67987,1000,284.788179
65.058933,1000,296.606078
-52.028555,196,298.015247
145.542911,1000,309.732808
139.229863,474,315.556033
-325.734196,210,317.353798
-11.070436,250,321.157508
111.850977,1000,333.587492
124.228935,1000,345.880594
-3.662237,242,347.546336
153.286931,292,351.238427
135.63619,1000,364.430031
78.25395,1000,376.973833
-108.147468,132,378.20814
221.448077,342,383.072118
116.625354,1000,396.164661
208.653555,314,399.259712
102.557451,1000,412.154011
71.993796,1000,425.649905
117.073373,1000,440.544374
4.952148,257,444.604845
81.707886,1000,457.795874
201.333336,407,461.192749
94.817578,1000,473.41113
-21.754118,297,477.763698
153.086037,1000,488.819755
-47.91885,292,491.208455
142.146463,1000,503.75601
11.137972,300,507.825188
136.422492,1000,520.554219
4.562669,284,524.166767
-33.962011,259,526.637109
112.167633,1000,538.856127
-35.407862,197,540.878961
110.946955,1000,553.938229
-155.130269,163,557.173615
-69.597232,271,559.607468
31.142308,172,562.325852
-34.199373,216,564.174096
70.508487,1000,576.637334
155.065216,1000,589.492822
96.870037,1000,602.484183
90.039114,1000,615.901132
140.496237,1000,628.303011
-13.172368,328,631.15148
