#{"t_start": 1716146085.0240865, "env_id": "LunarLander-v2"}
r,l,t
-327.384316,103,0.80461
-422.252618,73,1.37671
-132.326425,77,1.984315
-114.304338,65,2.529428
-151.824515,94,3.462109
-255.740177,65,3.956221
-149.405764,82,4.595329
-278.056645,64,5.079911
-105.798531,79,5.619492
-102.91813,91,6.283938
-248.535991,81,6.855011
-329.484028,122,7.719969
-202.867483,98,8.415589
-154.222015,111,9.227234
-413.251746,125,10.128847
-249.605613,136,11.136813
-67.302936,91,11.767271
-623.736075,97,12.481251
-334.608126,107,13.263276
-143.724817,92,13.894622
-37.477252,88,14.523244
-253.602579,80,15.111828
-642.913893,100,15.806926
-238.128911,107,16.534544
-235.211051,91,17.189659
-175.738469,190,18.598424
-202.387655,75,19.159529
-45.248454,105,19.914691
-211.282563,96,20.618702
-469.645856,78,21.151793
-272.168742,94,21.824684
-193.724405,121,22.756361
-317.022319,106,23.515164
-49.93307,81,24.15176
-323.15181,131,25.084922
-426.472643,101,25.841049
-224.270449,91,26.511656
-220.578384,76,27.034722
-223.406126,126,27.984657
-369.565083,158,29.23883
-131.027464,65,29.754906
-121.475434,90,30.405006
-311.810668,122,31.33664
-271.940687,89,31.976861
-525.410313,158,33.129595
-456.174251,132,34.126826
-92.422922,648,39.712556
-50.700763,112,40.546677
-66.556248,129,41.569475
-130.704893,73,42.116094
-59.791973,154,43.339923
-83.198079,107,44.167069
-283.561975,128,45.184216
-166.887699,128,46.208877
-249.087723,149,47.344544
-150.47728,78,48.017151
-331.865531,186,49.459761
-125.389986,103,50.301893
-117.616227,102,51.050217
-161.65226,83,51.740328
-212.420321,160,53.037541
-280.189243,193,54.93905
-239.310837,158,56.633054
-135.452935,105,57.722768
-119.873986,312,61.061208
-380.489313,217,63.465863
-133.093718,122,64.728448
-312.047805,365,68.455178
-60.219618,89,69.320302
-368.74146,206,71.354593
-380.576611,254,73.772419
-247.264145,372,77.591168
-133.37119,184,79.475001
-121.719011,109,80.412234
-236.270315,372,84.099858
-52.339498,88,84.843091
-123.092856,176,86.605633
-208.377028,339,90.647778
-145.382693,254,93.306459
-245.837494,372,97.941131
-301.624678,594,105.258591
-333.308583,642,114.187741
-298.977882,1000,130.044884
-268.293586,570,139.650578
-180.801324,1000,154.317864
-298.89431,226,157.458081
-306.992178,598,166.023865
-329.023998,434,172.409591
-202.878913,568,181.926676
-61.13635,299,186.33133
-338.242352,756,197.403349
-386.006017,596,205.798342
-231.74467,565,214.167605
-224.66859,271,218.602037
-183.381157,200,221.394849
