#{"t_start": 1716146085.039087, "env_id": "LunarLander-v2"}
r,l,t
-197.818536,71,0.525075
-79.171086,63,1.05316
-173.383785,79,1.644752
-245.161658,103,2.479426
-262.803768,110,3.585147
-306.286202,63,4.039738
-172.765367,95,4.751844
-74.23798,64,5.221926
-222.418126,79,5.791523
-274.898186,86,6.43196
-285.604808,78,6.961036
-359.633722,119,7.821493
-152.558506,97,8.494103
-400.318772,77,9.052208
-252.459178,97,9.778796
-137.161421,98,10.471405
-270.752338,93,11.160813
-426.822579,98,11.85778
-237.942818,64,12.318776
-159.684059,102,13.045246
-126.49554,78,13.594089
-84.868585,175,14.85078
-248.953997,87,15.44188
-486.089935,74,15.983458
-123.875281,125,16.873603
-412.792618,85,17.483728
-294.884682,99,18.205829
-429.335922,94,18.922502
-602.359889,105,19.668136
-457.715977,89,20.309656
16.049814,128,21.22631
-182.685107,125,22.139743
-86.538781,106,22.948915
-306.946224,82,23.536163
-190.114468,79,24.14076
-285.498874,100,24.85087
-443.144157,90,25.523504
-237.677102,133,26.528656
-270.088396,129,27.441084
-141.925296,153,28.554733
-171.799144,130,29.649397
-56.029991,90,30.279476
0.298404,125,31.241124
-243.464566,70,31.757787
-140.152514,99,32.492014
-241.347501,106,33.285635
-305.501198,149,34.435976
-258.293088,120,35.394129
-134.939779,155,36.692076
-188.351264,91,37.475204
-230.672728,164,38.972458
-154.364221,190,40.523677
-163.429146,128,41.519476
-96.124264,209,43.143259
-87.368509,112,44.028554
-175.663567,158,45.273232
-214.823856,104,46.105365
-47.433699,120,47.03601
-124.7993,148,48.218168
-313.007755,203,49.834811
-283.044966,162,51.071224
-140.095156,139,52.210411
-465.093271,164,53.694656
-203.530419,170,55.341769
-235.065788,172,57.205644
-509.082699,259,59.995995
-428.225665,317,63.414861
-84.28897,193,65.43509
-317.89516,215,67.674061
-291.261007,474,72.230204
-145.224053,235,74.434056
-213.73137,357,78.283781
-242.447967,190,80.027608
-512.760879,389,83.874815
-389.824343,595,90.263354
-489.006782,624,97.538538
-226.422265,618,105.101297
-158.467163,1000,119.862609
-255.129624,1000,136.52787
-349.55455,508,143.697996
-217.727606,1000,158.378193
-331.087714,178,160.480556
-250.675069,538,168.812763
-359.656605,888,183.023888
-169.578542,453,189.315502
-294.268202,470,196.408694
-281.454379,615,205.120762
-235.436162,234,208.552786
-228.532455,418,214.859699
-270.604614,365,220.475726
-370.980398,575,228.726675
-187.526915,1000,243.715778
-165.849363,1000,259.341427
-359.026391,488,266.62962
-302.541993,726,276.56098
-296.211324,852,289.865474
-95.34065,415,296.697325
-181.412183,996,313.705794
-119.037385,1000,331.912549
-134.888328,140,334.093377
-374.733012,704,346.52423
-116.820105,457,354.467538
-166.097832,1000,372.343268
-322.427225,637,382.82734
-121.337371,1000,400.137221
-130.486539,1000,418.199582
-189.073038,398,425.287457
-332.354115,429,432.956161
-144.356529,507,443.065075
-126.130606,1000,462.163872
-111.485004,1000,479.40752
-93.914314,1000,499.691963
-299.957569,290,504.465997
-150.705191,1000,524.306193
-123.928723,1000,544.671216
-46.444727,1000,565.928654
-143.557262,1000,586.482541
-157.876423,1000,605.41097
-178.668004,1000,624.148335
-81.822637,1000,644.437368
-96.130428,1000,664.918531
-145.45748,1000,684.187804
-112.329497,1000,703.865321
-126.503583,1000,723.915346
-146.278877,1000,743.096506
-93.801744,1000,761.170448
-109.365969,1000,779.453876
-100.258707,1000,796.039888
-174.833316,306,801.212896
-128.602732,1000,819.080813
-121.428473,1000,836.293555
-166.066843,306,840.945031
-170.501343,239,845.073325
-103.857463,1000,861.386122
-178.783672,1000,877.154821
-192.163347,232,881.211505
-215.411481,1000,895.128006
-165.561732,500,902.167674
-184.065572,178,904.898753
-210.591596,89,906.500185
-147.140602,208,910.281923
-182.688667,443,916.970845
-190.640996,114,918.473117
-241.105461,753,928.685221
-220.506788,116,930.105963
-219.615947,607,937.11426
-238.862893,354,941.49975
-179.083786,141,943.452027
-152.310434,223,946.422362
-122.194138,132,948.089066
-215.339291,390,952.839421
-166.588476,91,953.983066
-156.998554,168,956.015854
-295.246595,301,959.084284
-196.231549,333,962.786677
-217.438218,343,966.129225
-229.131087,272,969.202008
-175.398506,385,973.72804
-207.146532,142,975.207768
-277.998147,458,980.272295
-179.207115,142,981.687849
-159.182346,208,984.029996
-289.483058,535,989.882669
-169.34331,180,991.631753
-237.413383,178,993.364985
-181.683618,231,995.774379
-279.040106,361,999.45849
-190.047775,126,1000.956713
-300.265057,235,1003.514911
-190.033646,140,1004.818632
-232.512783,116,1006.011886
-192.327972,343,1009.554402
-197.000775,150,1011.093169
-204.555702,102,1012.194848
-183.586176,141,1013.744613
-242.593297,248,1016.326683
-172.781725,138,1017.786562
-198.230523,171,1019.828567
-189.300917,558,1026.783826
-229.452967,355,1030.946263
-269.624176,371,1035.373177
-223.862675,91,1036.692305
-221.177593,155,1039.035826
-258.180837,340,1043.918562
-196.025694,129,1045.58666
-265.17871,204,1048.372124
-224.345768,300,1052.233376
-142.809775,292,1055.895427
-207.124545,559,1063.639727
-213.085323,130,1065.605001
-159.981514,521,1073.217399
-231.242854,117,1074.422302
-186.034741,244,1077.249189
-200.140137,121,1078.419828
-207.135613,219,1081.262441
-263.849245,891,1093.379968
-235.595149,122,1095.219798
-195.288639,212,1098.769372
-199.009777,194,1101.830469
-246.288395,920,1113.197483
-263.506164,260,1116.229692
-253.591918,265,1118.982392
-195.17566,317,1122.66395
-112.636002,326,1126.164419
-99.670264,111,1127.309077
-252.934745,505,1133.381497
-242.917358,315,1136.910016
-173.172774,323,1140.247639
-170.287836,1000,1156.095351
-211.819111,262,1159.329238
-141.012817,238,1161.788562
-238.884001,358,1165.986912
-174.078045,112,1167.24392
-128.310479,212,1169.715804
-266.975541,666,1177.473939
-144.224105,401,1182.616179
-187.055218,100,1183.927982
-230.217229,91,1185.084594
-237.343517,346,1189.708209
-175.812887,135,1191.312957
-221.4295,130,1192.866327
-248.874459,412,1197.801559
-201.448812,81,1198.800269
-201.55472,509,1204.417212
-237.907187,244,1207.758793
-268.388165,362,1213.378462
-176.614156,391,1218.6061
-131.746289,1000,1232.354207
-191.785591,167,1234.366634
-83.342726,1000,1248.048373
-180.922998,515,1253.760152
-200.16884,90,1254.755143
