#{"t_start": 1716142918.639383, "env_id": "LunarLander-v2"}
r,l,t
-129.546405,64,0.888475
-583.468473,118,1.153037
-287.943408,114,1.441138
-145.113385,64,1.615683
-504.662472,107,1.884229
-439.488302,92,2.102776
-88.020033,61,2.250291
-137.953713,71,2.428313
-189.609031,82,2.647867
-329.059029,67,2.808894
-372.42633,96,3.065452
-121.249532,97,3.309983
-299.992242,94,3.520533
-69.32887,100,3.782073
21.84642,84,3.995103
-487.10732,100,4.248663
-440.407454,120,4.522638
-184.444629,95,4.751199
-336.520604,95,4.999753
-201.740302,110,5.286342
-194.942174,82,5.499367
-287.687495,105,5.737909
-237.712011,77,20.040179
-173.766719,113,20.319715
-142.100046,78,20.523248
-537.301961,112,20.811803
-228.820271,77,21.010825
-158.385564,120,21.307896
-112.561142,76,21.470412
-274.890051,88,21.693481
-212.4191,68,21.879006
-203.801869,104,22.136059
-265.560811,118,22.421608
-182.515617,66,22.582654
-102.880388,104,22.844189
-242.654271,85,23.075747
-236.891592,99,23.331286
-304.341725,87,23.564768
-407.574036,92,23.779798
-333.560535,117,24.078867
-149.469612,90,24.287394
-155.071566,100,24.513444
-271.662167,75,24.674492
-491.530268,102,24.877515
-186.541299,78,38.352083
-194.937607,86,38.55564
-408.079245,127,38.835193
-86.768855,103,39.07574
-239.547108,95,39.302272
-92.754642,131,39.615317
-128.927964,115,39.907406
-207.991379,98,40.142961
-113.460699,87,40.379996
-25.943748,79,40.591086
-87.213944,100,40.883115
-375.821299,107,41.24426
-81.648046,63,41.447285
-63.11577,103,41.736355
-79.10158,66,41.963407
-282.123984,90,42.234476
-99.081706,63,42.430507
-285.489422,72,42.646064
-193.291232,78,42.826093
-103.681533,119,43.1987
-146.753039,96,43.524265
-108.513514,86,43.812348
-349.041295,96,60.449481
-126.269492,94,60.721023
-259.547099,94,60.967144
-147.61161,105,61.260219
-71.071209,117,61.592287
-176.726631,129,61.997357
-334.057775,90,62.277772
-245.618989,147,62.778869
-145.600915,106,63.146931
-73.434963,128,63.583016
-301.267195,141,64.046588
-234.683277,81,64.310128
-97.956938,90,64.558173
-72.989307,80,64.783196
-120.209594,67,64.949213
-61.646712,101,65.220758
-205.787924,72,65.396793
-207.96717,116,65.709847
-142.817398,78,65.928891
-95.874323,88,66.166963
-132.510609,91,80.301415
-89.56657,100,80.573494
-108.603184,103,80.864032
-75.42452,82,81.12756
-268.93018,99,81.406103
1.729871,151,81.838101
-23.172141,80,82.10017
-37.772083,98,82.400713
-45.649099,86,82.593253
-212.750452,115,82.866787
-130.421618,107,83.133318
-94.069635,86,83.346353
-96.485651,123,83.688942
-80.97339,146,84.122124
-173.697873,167,84.579738
-91.870638,128,84.925273
-91.043264,129,85.307798
-165.848242,74,85.468822
-131.131818,84,85.692383
-68.650144,79,99.732199
-13.386271,96,99.969746
-79.644412,90,100.201282
-28.69898,113,100.475821
-55.161167,123,100.78538
-51.119298,104,101.09008
5.716573,80,101.319104
-256.178036,96,101.62616
-37.910455,133,102.106266
-78.254047,127,102.503653
-76.60788,81,102.750192
-32.644191,129,103.180253
-163.700222,83,103.479793
-137.510176,81,103.773846
-47.909054,106,104.143812
-70.175522,128,104.477862
-130.924735,126,104.826926
-102.481884,97,105.093996
-59.612417,105,105.391555
-50.967602,120,105.758661
-98.804154,107,121.615289
-21.867978,104,121.960859
-136.92872,117,122.348454
-62.105892,82,122.617987
-31.420634,101,122.947096
-59.526815,108,123.293752
-179.215166,93,123.579809
-213.517635,127,124.015879
-203.698045,124,124.423469
9.405277,153,124.922562
10.326195,122,125.327146
-31.615376,107,125.683718
-88.302629,104,126.023289
-160.122334,113,126.421895
-29.864612,135,126.849468
-45.938107,112,127.166032
-60.170792,99,127.43306
-257.171287,147,127.842656
45.44931,120,142.679958
-86.992382,122,143.087543
-92.797662,151,143.563704
-39.82527,101,143.910751
-68.715026,156,144.454872
-64.535624,148,144.947998
-5.858167,128,145.410102
-12.97844,133,145.872043
0.061091,143,146.424126
20.967286,97,146.827354
22.62901,102,147.250473
-122.167976,143,147.929214
-210.713141,98,148.401323
-44.311438,100,148.913418
9.506256,152,149.724848
-20.574116,126,150.236911
38.769721,162,164.064897
-74.206388,105,164.521267
-25.288185,86,164.812153
-76.602117,135,165.426156
-14.700134,133,166.157294
-16.421481,120,166.939843
-39.755534,102,167.627924
-72.576395,641,171.08696
-8.124545,125,171.71768
47.757587,1000,189.381919
31.571142,1000,195.89888
55.069511,131,196.741513
-25.028064,172,198.10326
-62.215136,172,199.407483
-34.494498,138,212.294713
5.022315,135,213.140977
70.167973,1000,219.682338
-57.036738,172,220.677652
35.87874,166,221.454276
-31.056009,102,221.780326
-10.824435,104,222.147445
27.96514,1000,242.574045
38.140305,163,244.779991
-63.136999,182,247.169894
95.062977,1000,272.644702
-14.705455,1000,281.824751
-86.796003,192,283.774568
42.653004,1000,305.127111
-67.60849,167,306.599154
90.766505,1000,316.850312
-64.390614,162,318.105043
-32.057571,191,319.77321
91.579892,1000,341.257164
-32.55697,193,343.19846
-25.770191,192,344.965964
10.266062,247,347.457384
-54.402143,170,348.8806
137.719304,1000,369.463439
64.790605,1000,379.377932
121.228021,1000,401.045392
14.288388,233,403.073158
111.945417,1000,412.30636
119.807571,1000,433.030948
-19.942873,256,435.262697
95.346787,1000,443.873059
199.729798,342,459.168452
222.276615,506,463.79912
142.688136,1000,473.670848
-39.93478,244,475.828637
157.53252,1000,496.695647
115.375005,1000,505.119851
95.092845,1000,525.479363
19.676367,211,526.851658
128.826361,1000,535.400118
116.470822,1000,555.458275
24.470596,243,557.61725
21.172585,257,559.624058
138.639617,1000,579.809241
206.017913,307,582.386095
-15.201862,580,587.03859
149.507972,1000,607.152028
162.921094,1000,615.291279
148.029204,1000,635.774257
95.587556,1000,643.167296
107.893783,1000,663.242888
37.074444,458,666.745236
-33.276731,260,669.159357
101.535573,1000,676.937662
-16.125598,215,678.635291
65.796464,1000,697.851433
